sentiment,en_text,ace_text,acehnese_pppl
negative,He gets frustrated with himself regardless of his complaints and values.,Gobnyan frustrasi deungon droe geuh hana peuduli keluhan dan nilai-nilai gobnyan.,74.06
negative,It is a sad day for women because of the bullying by bullies who whistle and make threats as they steal money from women.,Uroe nyan nakeuh uroe seudeh bagi ureung inong kareuna bullying le bully nyang siul dan meurumpok ancaman watee awak nyan jicok peng dari ureung inong.,77.75
negative,The gossip continues. there was no sufficient evidence to prove he had committed suicide or was contributing to his mother 's drug addiction.,Sambung gosip nyan. hana bukti nyang cukop untuk geubuktikan bahwa gobnyan ka geupoh droe atawa geubri kontribusi keu kecanduan narkoba mak gobnyan.,36.48
negative,there was a feeling of inadequacy in the sense that the kids realized they were never equal with their peers because they never acted on any of their sides.,na rasa hana meupadup lam arti aneuk-aneuk miet nyan menyadari awak nyan hana pernah sama deungon rakan-rakan awak nyan kareuna awak nyan hana pernah bertindak di salah saboh pihak awak nyan.,35.38
negative,a soldier of the army of a war is killed in combat and another has been injured or even dies of injuries in a secret library.,sidroe teuntra teuntra prang jipoh lam prang dan sidroe teuk ka luka atawa bahkan mate nyang luka lam perpustakaan rahasia.,22.42
negative,"i cant stand to read of this type of abuse, the cans of this and other things are just boring.","i hana stand untuk baca dari jenis penyalahgunaan nyoe, kaleng nyoe dan hal-hal laen hanya membosankan.",11.55
negative,i used to love em for a while. but i dont anymore. I no longer approve of her ego and her actions.,lon awai cinta em untuk siat. teuma lon hana le. Lon hana le lon setuju keu ego dan tindakan jih.,68.9
negative,the streets of this district are littered with trash on every corner free and without comfort.,jalan-jalan distrik nyoe ka meu-ulang-ulang ngon sampah bak tiep-tiep sagoe bebas dan hana kenyamanan.,70.55
negative,I dont think it matters where i eat dessert and i dont care what anyone says such a waste of time,Lon hana pike nyan peunteng dipat lon pajoh makanan penutup dan lon hana peduli peu yang na ureung peugah buet buet buet buet buet buet buet buet nyang hana get lagee nyan.,47.56
negative,"The guy is in a gray tie and trousers with white socks, he smirks and refuses to fly, and his flight has been cancelled because of a dirty gray.","Agam nyan na lam dasi abu-abu dan celana kaus kaki puteh, jih jiceu-ceu dan hana jitem plueng, dan penerbangan jih ka ji batalkan kareuna warna abu-abu kotor.",77.1
negative,she is now so tired that she just can't understand why she obeyed my best regards and best intentions even when I could go for a run or ride her.,jih jinoe ka capek sampoe jih hana jeut meuphom pakon jih pateh taát keu perhatian lon nyang paleng get dan niet nyang paleng get bahkan watee lon jeut jak lari atawa naik jih.,93.29
negative,my life went down hill in the trees from which I got a very twisted interpretation of the Assamese.,udép ulôn meutron u bukét bak kayèë-kayèë njang ulôn meurumpok interpretasi njang that meu-ulang-ulang nibak Assam.,80.21
negative,anyone can not comfort anyone who feels like they have no one to come to.,Soe mantong nyang hana hase jihibur soe mantong nyang meurasa hana soe teuka.,41.31
negative,the resolution i saw is rotten and the plane i took is going to crash I want a safe flight,resolusi yang lon kalon ka brok dan pesawat yang lon cok nyan akan crash lon keuneuk penerbangan yang aman .,70.27
negative,i mean she just ripped me off and ruined my dreams or something like that just because we have no better management or anything like that,Maksud lon jih cuma ripped lon off dan hanco cita-cita lon atau sapeu-sapeu lagee nyan hanya karena geutanyoe hana manajemen yang leubeh get atau sapeu-sapeu lagee nyan,17.62
negative,The wires are tangled in my ankle and i can't even get up from them.,Kawat-kawat nyan kusut lam gaki lon dan lon hana jeut pih beudoh dari awaknyan.,84.58
negative,i felt sore in my stomach after eating too much humid food and I also didn't feel like eating much because it made the hole in my throat very large,lon rasa saket lam pruet lheuh lon pajoh makanan lembab kakeuh dan lon pih hana meurasa lon pajoh le sabab jeut keu lubang lam reukueng lon that rayeuk,89.23
negative,an airplane crashes into a church during an attempt to take off from a plane with a message that obesity has resulted in a flight with serious injuries,saboh kapai teureubang meu-ulang-ulang u dalam saboh geureja watee na usaha untuk geujak dari kapai teureubang deungon saboh pesan bahwa obesitas ka meuhase keu saboh penerbangan deungon luka-luka nyang brat.,26.67
negative,his slaves are all compelled to eat all the milk he commands but suffers terribly from the annual cold.,lamiet-lamiet jih mandum teupaksa jipajoh mandum susu nyang jipeurintah tapi menderita that dari sijuek thon-thon.,96.1
negative,"i am not happy with the pillow that broke on sunday, and i had planned on going to my church on that day but that i wont be able to","lon hana seunang deungon bantal yang putoh bak uroe-uroe uroe, dan lon ka lon rencanakan untuk jak u geureja lon bak uroe nyan tapi lon hana jeut",45.83
negative,hundreds of skin cells have been cut off in a city where thousands are missing and hundreds are trapped inside lockdown.,meureutôh-reutôh sel kulét ka geupoh bak saboh banda nyang meuribèë-ribèë hana dan meureutôh-reutôh lam lockdown.,24.32
negative,The boys realized it was unfair to them after scolding them for not doing their work equal to equal to theirs and in the wrong areas.,Aneuk agam nyan sadar hana adil bagi awak nyan lheuh ji tegur awak nyan kareuna hana jipeubuet buet awak nyan sama deungon awak nyan dan di daerah-daerah nyang salah.,50.96
negative,this was my traumatic arrival at this compound wearing a giant mask that triggers an emotional response in me.,nyoe keuh teuka traumatis lon bak senyawa nyoe pakek masker raksasa yang memicu respon emosional lam lon.,18.6
negative,so sorry about that. he is so nervous he wants to die,meunan meuah keu nyan. gobnyan that gundah gobnyan geutem mate .,98.51
negative,I'm still a bit worried that the map i obtained from the Assamese government is too confusing and difficult to follow.,Lon mantong agak khawatir bahwa peta yang lon teume dari pemerintah Assam nyan that membingungkan dan payah di ikot.,97.86
negative,i am so frustrated the guy could not even get to a decent argument in my new living room since i could only arranged my stuff in his shower.,lon that frustrasi agam nyan hana jeut bahkan troh bak argumen yang layak di ruang tamu baroe lon karena lon hanya jeut lon atoe barang lon lam pancuran jih.,91.14
negative,He is so sorry for the situation he is so bored that he left alone.,Gobnyan that meuah ateuh keuadaan gobnyan that bosan sampoe gobnyan geujak sidroe.,26.77
negative,A lot of blue and green products strewn across the restaurant with a lot of offensive lyrics and an overwhelming smell of sewer fumes.,Le that produk biru ngon ijo nyang meutabu-tabu di seluroh restoran ngon le that lirik nyang menyinggung ngon bau asap got nyang le that.,33.49
negative,"they are all buried alive and a sad reminder of the long march that made this island a deserted, uninspiring, bare and somber wasteland.","awaknyan mandum jikubu udep-udep dan saboh peuingat seudeh keu pawai panyang nyang jeuet keu pulo nyoe jeuet keu tanoh nyang seupôt, hana meuinspirasi, hana meu-ulang-ulang dan hana meu-ulang-ulang.",21.6
negative,i can not bring my orange parcel into this house because it is too rigid and can not be bent over.,lon hana jeut lon ba bungkusan oren lon lam rumoh nyoe karena kaku that dan hana jeut bengkok.,40.02
negative,"I think this image tells the story for me why I am currently in a bad mood, consuming lots of cucumber and trying to acquire every food item around.","Lon pike citra nyoe menceritakan kisah keu lon pakon lon saat nyoe lam suasana yang hana get, mengkonsumsi le mentimun dan mencoba meurumpok tiep-tiep barang makanan di sekitar.",96.54
negative,it seems she has had a lot of swings in her loyalties lately as her nephew swings away legitly from her and causes severe injuries.,deuh jih ka le that ayunan lam loyalitas jih akhe-akhe nyoe watee aneuk keumuen jih meu-ayon-ayon secara sah dari jih dan menyebabkan luka yang parah.,95.99
negative,he says that the men were a coward with no skill and quantity of football but a narcissistic coward who was a footballer.,jih jipeugah bahwa ureung agam nyan sidroe ureung nyang pengecut hana keterampilan dan jumlah bola tapi sidroe ureung yang narsis yang jeut keu sidroe ureung meu’en bola.,53.5
negative,every day my throat and hips are frozen and stiff and I feel shame,tiep uroe reukueng dan pinggul lon beku dan kaku dan lon rasa malei .,46.25
negative,A woman yells an obscenities and whistles a resentful remark at the bull who stole her jewelry.,Sidroe ureung inong jikuk-kuk sidroe ureung hana galak dan ji siul saboh komentar nyang beungeh bak leumo nyang jicue perhiasan jih.,79.94
negative,i occasionally leap from my seat but the adrenaline drains me sometimes and sometimes i can n't even get to meeting him because of how salty we are.,lon kadang-kadang loncat dari teumpat duek tapi adrenalin nyan meuhalang lon kadang-kadang dan kadang-kadang lon hana jeut pih meurumpok ngon jih karena kiban asin geutanyoe.,88.75
negative,the frost was already frozen in the hips and torso and was a constant irritant with daily showers and the like.,beku nyan ka beku lam pinggul dan tuboh dan jeut keu iritasi konstan ngon pancuran siuroe-uroe dan seurupa jih.,90.31
negative,There is no room left in my heart for any more of these annoying chores.,Hana teumpat nyang tinggai lam hate lon keu buet-buet nyang jengkel nyoe le.,24.92
negative,this man prefers to stay in his squalid apartment over this place which is crammed with utility bills of ten thousand dollars.,ureung nyoe leubeh galak tinggai di apartemen yang squalid jih di ateuh teumpat nyoe yang disemprot deungon tagihan utilitas siploh ribee dolar.,67.92
negative,The chores would be mandatory. She will sleep for hours because the chores are so tedious. It will feel as though she is getting a sore throat.,Tugaih nyan akan wajib. Gobnyan akan teungeut meujam-jam sabab tugaih-tugaih nyan that leumoh. Nyan akan meurasa lagee jih teungoh meurumpok saket reukueng.,30.36
negative,"I hate that net, but what do I know about the beauty of the net?","Lon benci keu jaring nyan, tapi peu nyang lon teupeu teuntang keindahan jaring?",72.02
negative,an exhibition of ear phones has exceeded our normal eardrum to the point that it has consumed the whole ear,saboh pameran telepon geulinyueng ka meuleubeh dari geulinyueng normal geutanyoe sampoe ka geukonsumsi mandum geulinyueng .,57.72
negative,The teacher realizes that she did not compare her classmates equally and now she is being scolded for folding her paper in half.,Gurèë geusadar bahwa gobnyan hana geubandeng rakan-rakan glah gobnyan saban dan jinoe gobnyan teungoh geu-ujoe kareuna geulipat keureutah gobnyan jeuet keu dua.,91.59
negative,They are not happy that the mole has grown so large and the little girl is no longer able to reach any distance over the threshold of their own small home.,Awak nyan hana seunang bahwa tahi lalat nyan ka rayeuk that dan aneuk dara ubit nyan hana le jeut troh jarak jih di ateuh ambang rumoh ubeut awak nyan keudroe.,94.52
